HouseHoldNumber,Year,Age,Education,Marriage,Work Type,Number of People in a Household,House Type,House Size,Living Type,Savings,Deposit,Living House Price,Nonliving House Price,Housing Credit Loan,Living House Credit Loan,Credit Loan,Income,Income 2,Transfer Income,Region,Income Level,Weight
170201311,2015,73,1,3,9,1,1,99,1,45,0,5000,0,0,0,0,40,0,359,A0402,A1901,2053.854667
170201321,2015,51,6,1,3,2,3,85,1,19786,0,7000,0,0,0,0,1600,0,596,A0402,A1902,2200.024749
170201331,2015,69,2,3,6,2,1,83,1,650,0,6000,21000,0,0,500,0,3000,395,A0402,A1903,2476.755156
170201351,2015,74,2,2,,2,1,50,1,650,0,6000,4000,0,0,0,840,0,406,A0402,A1901,1931.919846
170201361,2015,52,5,1,8,1,2,39,3,601,1000,0,0,0,0,0,2000,0,0,A0402,A1902,2750.252897
170500301,2015,33,6,2,2,2,2,96,2,2000,13000,0,10000,0,0,0,11200,0,0,A0402,A1905,1342.690357
171200311,2015,60,2,3,6,1,1,56,1,446,0,6500,10000,0,0,0,0,200,0,A0402,A1901,2087.826213
171200321,2015,60,2,2,8,2,2,67,1,11342,0,10000,0,0,0,0,960,1200,480,A0402,A1902,2714.977053
171200341,2015,53,2,2,5,2,2,33,3,5982,300,0,0,0,0,500,0,660,36,A0402,A1901,2416.991118
171200351,2015,77,2,2,5,2,1,66,1,1,0,5500,0,0,0,0,0,480,826,A0402,A1901,1837.404307
171200361,2015,42,5,2,3,5,2,118,1,24485,0,30000,29000,0,0,0,8000,0,0,A0402,A1905,2337.345706
171200371,2015,36,7,2,,3,2,59,1,8512,0,15000,0,2000,2000,0,4800,0,0,A0402,A1904,3075.64674
171200381,2015,53,5,2,2,3,2,59,1,3142,0,12000,0,2000,2000,0,3600,0,3240,A0402,A1904,2416.991118
171200391,2015,52,4,2,3,4,2,77,1,16068,0,18000,0,0,0,0,5700,0,0,A0402,A1904,2576.362993
171201321,2015,57,4,2,4,4,2,66,1,4179,0,5000,0,0,0,1600,8700,0,0,A0402,A1905,2439.47412
171201331,2015,68,1,3,,1,1,26,1,40,0,1000,0,0,0,0,0,0,419,A0402,A1901,2053.854667
171201341,2015,63,2,4,9,2,3,43,1,2600,0,4500,0,0,0,0,1500,0,0,A0402,A1901,1071.27297
171201351,2015,57,4,2,1,2,1,66,1,6999,0,30000,65000,250000,0,1700,10000,25000,0,A0402,A1905,2507.103356
171504341,2015,81,1,3,,1,1,49,1,5,0,5000,0,0,0,0,0,0,229,A0402,A1901,1510.593267
171504351,2015,75,1,3,,1,2,56,2,1500,2000,0,11000,5000,0,0,0,0,399,A0402,A1901,1342.852934
171504361,2015,60,3,2,9,3,1,116,1,1810,0,6000,22900,300,0,0,720,100,24,A0402,A1901,2013.595748
172200331,2015,54,6,2,8,4,1,103,1,16576,0,30000,0,0,0,0,14656,0,0,A0402,A1905,2319.967797
172200341,2015,66,3,2,5,2,1,165,1,2664,0,13000,0,3000,3000,0,0,2000,214,A0402,A1902,1694.302521
172200351,2015,72,3,2,,2,1,69,1,200,0,13500,0,0,0,0,0,0,1174,A0402,A1901,1931.919846
172504311,2015,31,5,2,8,2,2,70,1,824,0,18000,0,10000,10000,0,2500,1000,0,A0402,A1903,2132.014556
172504321,2015,44,6,4,3,3,2,52,3,63,1800,0,0,0,0,0,1000,0,240,A0402,A1901,2404.734582
172504331,2015,79,1,3,6,1,1,43,1,430,0,600,900,0,0,0,240,200,140,A0402,A1901,1510.593267
172505381,2015,33,6,2,8,3,2,42,1,770,0,5800,0,0,0,3800,3400,0,230,A0402,A1903,1923.161623
173200301,2015,63,2,3,,1,1,66,1,60,0,3800,0,0,0,0,0,0,684,A0402,A1901,2546.221834
173200311,2015,42,4,4,7,3,1,109,1,2950,0,2500,6400,0,0,0,3700,0,720,A0402,A1903,2226.056003
173200321,2015,76,3,2,6,2,1,53,1,1810,0,2580,4500,0,0,0,0,1000,386,A0402,A1901,1837.404307
173200331,2015,47,4,4,8,2,1,92,1,620,0,9000,6200,3800,3800,0,2280,0,178,A0402,A1902,2198.217684
173200361,2015,53,3,2,6,2,1,99,1,7950,0,10000,7480,1700,0,6500,0,5800,248,A0402,A1904,2248.831011
173200381,2015,58,5,2,3,3,2,84,1,27409,0,16000,8000,0,0,0,8800,0,0,A0402,A1905,2253.74324
173505301,2015,49,4,2,5,4,2,76,1,3140,0,10000,0,0,0,0,0,2000,0,A0402,A1902,2089.249494
174200301,2015,60,4,2,4,4,1,139,1,8170,0,40000,0,15000,15000,0,0,6000,626,A0402,A1904,847.0628627
174200331,2015,76,2,3,9,1,1,95,1,910,0,6000,27000,0,0,0,240,0,286,A0402,A1901,2053.854667
176200341,2015,44,4,2,1,4,2,76,1,5394,0,12000,0,4000,4000,0,2000,6000,0,A0402,A1905,2175.112864
176200371,2015,37,5,2,8,5,2,60,1,11583,0,9100,1000,1600,1600,300,3100,10000,277,A0402,A1905,2579.979727
176200381,2015,46,5,2,8,4,2,60,1,4778,0,9000,0,0,0,0,1800,0,290,A0402,A1902,2437.217196
176200391,2015,48,6,2,3,5,2,78,1,36974,0,10000,30420,0,0,0,9518,0,0,A0402,A1905,2312.40728
179200351,2015,66,3,2,8,2,1,321,1,6776,0,10000,52000,0,0,0,0,4200,517,A0402,A1904,2016.152196
179200361,2015,76,1,3,9,1,1,42,1,1080,0,1000,7200,0,0,0,180,0,396,A0402,A1901,2053.854667
179200371,2015,75,1,3,9,1,1,33,1,20,0,700,0,0,0,0,180,0,216,A0402,A1901,1809.98454
179200381,2015,77,4,3,,1,1,60,1,200,0,1000,3000,0,0,0,0,0,340,A0402,A1901,1809.98454
180200351,2015,60,3,2,,3,1,113,1,13442,0,8000,4000,0,0,0,3800,0,0,A0402,A1903,2653.677092
180200361,2015,46,5,2,9,4,1,92,1,11566,0,10000,11000,0,0,0,0,3600,0,A0402,A1903,2544.516131
180200371,2015,78,3,3,,1,1,50,2,30,2000,0,0,0,0,0,240,0,202,A0402,A1901,2002.915771
180200381,2015,68,4,2,7,2,1,92,1,13464,0,15000,0,0,0,0,0,2400,254,A0402,A1902,1965.974534
180201361,2015,45,4,2,5,3,1,109,2,1826,13000,0,10000,4000,0,0,3000,0,0,A0402,A1902,2598.288562
180201381,2015,64,4,2,,2,1,132,1,1180,0,16000,0,0,0,0,0,0,1956,A0402,A1902,2279.844268
180201391,2015,38,4,2,3,4,2,85,1,2458,0,24000,0,0,0,0,8000,0,0,A0402,A1905,2903.339782
180505321,2015,31,5,2,2,5,2,85,1,126,0,16000,0,8000,8000,0,4000,0,0,A0402,A1903,2713.007528
181200301,2015,53,2,1,5,2,1,132,1,824,0,10000,0,0,0,0,0,1200,379,A0402,A1902,2441.997304
181200311,2015,60,3,3,8,2,1,66,1,27870,0,12000,0,0,0,0,5600,0,50,A0402,A1904,2643.748356
181200321,2015,57,7,2,2,6,2,85,1,5047,0,25000,0,0,0,8000,8800,0,143,A0402,A1905,2720.587319
181200351,2015,42,6,2,2,4,2,93,2,10795,21000,0,0,0,0,0,7000,0,0,A0402,A1904,1409.179881
181200381,2015,53,4,2,4,4,1,79,2,563,3000,0,0,0,0,0,2600,0,210,A0402,A1902,2845.746069
181200391,2015,53,6,4,,2,1,99,3,1500,200,0,15000,6000,0,0,0,0,179,A0402,A1902,1395.993835
181201301,2015,39,6,2,7,3,2,79,1,6501,0,13000,0,1654,1654,0,6540,0,0,A0402,A1904,3118.780787
181201311,2015,42,4,1,6,2,1,76,1,535,0,3500,4500,0,0,0,800,1600,476,A0402,A1902,2196.196515
181201321,2015,43,4,1,4,1,2,83,1,9926,0,15000,0,8000,8000,0,0,5400,0,A0402,A1904,2679.053676
181201331,2015,84,5,2,,3,1,76,1,13250,0,11000,0,0,0,0,1360,0,3600,A0402,A1904,2174.333502
181201381,2015,41,5,2,3,4,1,59,1,8152,0,9000,10800,0,0,17822,7600,0,0,A0402,A1905,2566.57065
181201391,2015,58,2,3,9,1,1,59,1,1172,0,3000,0,0,0,0,500,0,0,A0402,A1901,2183.535911
182200301,2015,55,4,2,8,4,2,106,1,7643,0,20000,0,9900,9900,3000,5640,4800,0,A0402,A1905,2293.958777
182200351,2015,69,2,2,,2,2,49,1,1436,0,5000,0,0,0,0,0,300,692,A0402,A1901,1689.99812
182201301,2015,68,3,3,5,1,1,86,1,2285,0,5000,18000,0,0,0,0,1800,168,A0402,A1902,1807.081345
182201311,2015,67,3,2,6,3,1,99,1,2226,0,6400,8400,0,0,0,2400,300,1212,A0402,A1903,2030.912715
182201321,2015,63,2,4,9,1,1,59,1,1889,0,5000,0,0,0,0,1280,0,640,A0402,A1902,1499.631188
182201331,2015,62,2,3,9,4,1,99,1,45,0,4000,2400,300,0,0,960,200,120,A0402,A1901,759.5818713
182201341,2015,54,4,2,4,4,1,66,1,14319,0,30000,4000,0,0,0,1800,2400,0,A0402,A1903,2410.436287
182201361,2015,55,3,3,6,3,1,68,1,2394,0,5500,11000,3700,0,1000,0,1500,492,A0402,A1902,2130.212608
182201381,2015,50,6,2,3,4,3,105,1,20294,0,12000,9000,0,0,0,12000,0,0,A0402,A1905,2091.779223
182504341,2015,60,2,2,5,3,2,86,1,3091,0,14000,0,0,0,400,1200,1500,0,A0402,A1902,2087.555919
182504381,2015,49,4,2,8,5,2,86,1,13352,0,14000,17000,5000,5000,0,2136,9600,0,A0402,A1905,2546.369345
183200351,2015,41,6,2,3,2,2,84,1,3064,0,25000,0,13800,13800,0,4750,0,0,A0402,A1903,2653.810092
183201301,2015,62,2,3,9,1,1,83,1,152,0,5000,0,600,600,0,400,0,300,A0402,A1901,2045.498243
183201311,2015,74,1,2,6,2,1,50,1,40,0,1000,1800,0,0,0,0,200,334,A0402,A1901,1743.392524
183201321,2015,52,6,2,4,3,1,50,2,11600,3000,0,1000,0,0,1000,0,2000,0,A0402,A1902,2227.629141
183201351,2015,70,3,3,,1,1,60,1,1620,0,4000,10000,0,0,0,0,0,852,A0402,A1901,1679.703817
183504351,2015,44,6,1,,2,2,84,1,10,0,17000,0,0,0,0,480,0,177,A0402,A1901,1962.809169
183504361,2015,42,5,2,2,3,1,100,1,7089,0,21000,2100,5000,5000,0,4000,0,0,A0402,A1903,1918.053135
183504371,2015,86,4,2,,3,1,78,1,300,0,3000,0,0,0,0,0,0,2008,A0402,A1902,1918.053135
184200351,2015,35,5,2,8,4,2,50,1,1606,0,12700,0,6000,6000,0,3360,0,80,A0402,A1903,2687.259229
184200361,2015,54,2,4,,4,2,85,1,1745,0,30000,18000,16500,16500,0,2400,2500,0,A0402,A1904,2650.139297
184200371,2015,48,4,2,8,4,2,85,1,9020,0,21000,0,10000,10000,0,6500,4500,0,A0402,A1905,3077.66957
184200381,2015,27,5,1,8,1,3,33,3,2280,1000,0,0,0,0,300,4600,0,0,A0402,A1903,2765.008526
184504321,2015,50,6,4,7,1,1,50,2,300,500,0,0,0,0,2400,0,4000,0,A0402,A1903,1438.917443
184504331,2015,85,1,3,,1,1,53,1,100,0,6000,0,0,0,0,0,0,537,A0402,A1901,1438.917443
185200331,2015,76,4,2,6,2,1,86,1,7260,0,15000,10000,0,0,0,0,200,1524,A0402,A1902,1743.392524
185504301,2015,58,3,2,8,3,2,110,1,11120,0,26000,0,0,0,0,13000,0,0,A0402,A1905,2213.884992
185504311,2015,38,5,2,3,5,2,102,1,6380,0,28000,0,0,0,0,6600,0,0,A0402,A1904,2700.463491
185504371,2015,46,4,2,9,4,2,50,1,365,0,7200,0,1700,1700,0,4052,0,0,A0402,A1903,2405.080315
185504381,2015,75,2,3,,1,1,83,1,100,0,12000,0,0,0,0,0,0,177,A0402,A1901,1661.34574
185504391,2015,42,4,2,9,4,1,50,2,20,1700,0,0,0,0,0,960,0,120,A0402,A1901,2405.798882
187200381,2015,44,4,2,8,4,2,84,2,3756,16500,0,0,0,0,0,1440,3200,0,A0402,A1903,2871.396146
187200391,2015,79,3,2,,2,2,59,1,300,0,7500,0,0,0,0,0,0,1006,A0402,A1901,1853.425247
189200331,2015,56,6,2,1,4,1,195,1,37710,0,39000,80000,0,0,0,16750,0,3886,A0402,A1905,927.6780646
189504301,2015,51,6,2,5,5,2,125,1,25727,0,30000,30000,0,0,14000,0,9600,0,A0402,A1905,2700.463491
190400301,2015,31,5,2,4,3,1,56,4,3341,0,0,0,0,0,0,0,4000,80,A0402,A1903,808.3094507
190500221,2015,60,3,2,9,2,1,99,1,560,0,8000,58000,0,0,0,1800,0,0,A0402,A1902,1743.489919
190505311,2015,72,2,2,,2,1,76,1,100,0,6000,0,2100,2100,0,0,0,1138,A0402,A1901,546.583214
190505321,2015,78,2,4,,1,1,10,4,1,0,0,0,0,0,0,0,0,444,A0402,A1901,462.4966297
191200341,2015,42,5,2,5,5,2,102,1,35690,0,28000,9000,13000,13000,2000,15000,0,0,A0402,A1905,815.33582
191200361,2015,43,5,2,2,4,1,227,1,5722,0,45000,0,0,0,0,5000,0,0,A0402,A1904,808.0169277
191200391,2015,47,4,1,7,2,2,59,4,1320,0,0,0,0,0,0,1500,0,178,A0402,A1902,849.7478571
191505301,2015,73,6,3,6,1,1,47,1,20500,0,15000,38000,400,0,0,0,1000,0,A0402,A1902,462.4966297
191505311,2015,67,5,3,6,1,1,76,1,3000,0,15000,75000,0,0,0,0,350,720,A0402,A1901,555.082115
191505321,2015,72,2,2,,3,1,80,1,295,0,10000,5000,2300,2300,600,0,300,286,A0402,A1901,739.9152381
192200311,2015,52,7,2,2,5,3,83,1,11693,0,12000,16500,0,0,0,9760,0,0,A0402,A1905,873.6278385
192200341,2015,82,4,2,6,2,1,83,1,1200,0,10000,70000,0,0,0,0,300,30,A0402,A1902,838.5937176
192200371,2015,35,5,2,3,4,3,83,1,2726,0,17000,0,0,0,0,2800,0,208,A0402,A1902,890.563314
192200381,2015,48,4,1,9,2,1,50,4,6,0,0,0,0,0,0,1800,0,178,A0402,A1902,796.2870064
192200391,2015,60,4,2,8,3,2,67,3,12094,100,0,0,0,0,500,0,3600,280,A0402,A1903,1005.079704
192505331,2015,49,4,4,7,1,2,39,3,2780,1300,0,0,0,0,1000,2400,0,0,A0402,A1902,519.1422952
193200311,2015,46,5,3,4,3,2,79,1,5528,0,10000,0,0,0,500,0,2000,140,A0402,A1902,803.5374841
193200321,2015,47,5,2,7,5,2,84,1,4716,0,15000,4000,8500,5300,0,3240,3900,0,A0402,A1905,939.3039874
193200341,2015,36,6,2,2,2,2,73,2,6624,15000,0,0,1000,1000,0,3700,0,0,A0402,A1903,1097.186354
193200361,2015,60,3,2,9,3,1,168,1,2950,0,18000,8000,10000,0,1700,5844,0,0,A0402,A1904,828.3692221
193200381,2015,64,4,2,6,2,1,198,1,52379,0,45000,42000,0,0,0,0,1000,3000,A0402,A1903,971.1989793
193505311,2015,41,4,2,2,4,2,89,1,444,0,15000,0,3000,3000,3884,5430,0,0,A0402,A1904,803.8157848
193505321,2015,43,4,2,4,3,3,92,1,1859,0,11000,20000,0,0,0,4700,0,0,A0402,A1903,739.9152381
193505341,2015,42,4,4,9,1,1,83,1,1900,0,10000,0,0,0,1300,2500,0,0,A0402,A1902,555.082115
194200311,2015,39,6,2,5,4,2,85,1,6669,0,28000,0,0,0,2000,200,3360,0,A0402,A1903,970.3871672
194200341,2015,46,6,2,6,4,3,64,1,28737,0,18000,120000,0,0,0,0,0,14000,A0402,A1905,829.2276416
194200361,2015,65,3,2,,2,3,96,1,10,0,7000,0,0,0,100,400,0,522,A0402,A1901,810.9820161
194200371,2015,59,5,2,5,4,1,330,1,21402,0,100000,6000,0,0,0,0,13000,0,A0402,A1905,1018.947275
210200111,2015,60,4,2,7,4,3,81,1,3273,0,35000,60000,19500,19500,0,4500,1800,0,A0401,A1904,3391.066604
210204171,2015,62,6,2,3,4,2,35,3,1201,1000,0,0,0,0,0,3500,0,0,A0401,A1903,3625.468587
210204191,2015,59,3,2,9,3,2,57,1,19400,0,90000,0,0,0,0,3360,0,174,A0401,A1903,3264.295021
210300131,2015,33,4,2,9,3,3,66,2,670,4000,0,0,0,0,0,1950,0,190,A0401,A1902,2755.632515
210300361,2015,39,5,2,3,3,2,109,1,2220,0,24000,11000,8228,8228,4000,5300,0,240,A0401,A1904,2777.959654
210400311,2015,41,6,2,8,5,2,84,1,13850,0,21900,12000,12100,12100,0,6600,0,264,A0401,A1905,3555.152777
210400351,2015,34,4,2,5,2,2,39,2,2910,10000,0,0,0,0,0,7300,0,0,A0401,A1905,1696.035088
210400361,2015,32,4,2,9,2,1,26,3,35,100,0,0,0,0,900,2340,0,0,A0401,A1902,1681.833969
210500101,2015,30,6,2,5,3,1,58,2,6185,19500,0,6000,0,0,2500,5916,0,240,A0401,A1904,617.8390614
210500131,2015,33,7,2,2,3,1,26,2,854,8000,0,0,0,0,0,3000,0,180,A0401,A1903,2919.30476
210500141,2015,70,3,1,,1,1,33,3,10,100,0,0,0,0,0,0,0,522,A0401,A1901,2190.053225
210500151,2015,67,4,2,1,2,3,76,1,366,0,23000,10000,16400,9000,3200,0,3600,300,A0401,A1903,2588.227486
210500161,2015,80,1,3,,2,1,25,1,45,0,11000,0,0,0,0,1500,0,141,A0401,A1902,2588.227486
210500301,2015,30,6,2,2,2,2,59,2,3980,20700,0,0,0,0,3000,4700,0,0,A0401,A1903,1970.721375
210500311,2015,29,6,2,2,2,2,59,2,7890,23000,0,0,0,0,0,13200,0,0,A0401,A1905,2514.905957
210501131,2015,31,6,2,2,2,3,25,2,2874,13500,0,0,0,0,3500,6700,0,0,A0401,A1904,1011.427792
210501141,2015,31,6,2,2,2,1,36,2,400,3500,0,0,0,0,0,4140,0,0,A0401,A1903,748.7178346
210501201,2015,55,4,4,7,1,1,20,3,20,200,0,0,0,0,0,520,0,720,A0402,A1901,1496.399483
210501231,2015,56,2,2,9,4,3,66,3,2294,1500,0,0,0,0,0,1140,0,0,A0402,A1901,2166.93964
210501241,2015,45,4,2,8,4,3,50,3,1154,300,0,5500,1200,0,0,3500,0,240,A0402,A1903,2166.93964
210501251,2015,33,6,2,2,3,2,85,1,6830,0,30000,0,8000,8000,0,7000,0,240,A0402,A1905,2379.764547
210501281,2015,66,3,2,,2,2,43,2,200,500,0,0,0,0,0,0,0,371,A0402,A1901,1768.460277
210501291,2015,47,1,2,2,4,1,320,1,1695,0,60000,15000,3000,3000,0,4200,0,0,A0402,A1904,2166.93964
210503301,2015,35,4,1,7,1,3,22,2,1475,3500,0,18000,0,0,0,5000,0,0,A0401,A1904,2017.338507
210503331,2015,33,6,2,8,3,2,76,1,3860,0,13000,0,8500,8500,0,2800,0,0,A0401,A1902,3433.736544
210503371,2015,60,1,2,,6,3,73,1,10215,0,7500,0,0,0,0,1920,0,264,A0401,A1902,3698.842271
210503381,2015,46,3,4,8,1,3,23,3,9,100,0,0,0,0,800,0,4800,0,A0401,A1904,2274.876672
210503391,2015,32,6,2,3,3,2,135,1,13938,0,33000,0,0,0,0,4800,0,120,A0401,A1904,1075.9021
211201121,2015,71,2,2,,3,2,84,1,6354,0,36000,0,0,0,0,1500,0,1414,A0401,A1902,2921.905683
211201151,2015,59,2,2,9,4,1,33,1,6050,0,18000,0,0,0,0,5600,2000,0,A0401,A1905,4047.268307
211201171,2015,54,4,4,9,3,1,63,2,9275,8000,0,0,0,0,0,6840,0,0,A0401,A1904,3535.365141
211201181,2015,43,7,2,2,4,3,42,1,3540,0,12000,0,3000,3000,500,6000,0,0,A0401,A1904,2992.53246
211202141,2015,61,4,2,5,2,2,85,1,14370,0,51000,0,5000,5000,0,500,2400,0,A0401,A1902,3528.051081
211204131,2015,79,4,2,,2,2,157,1,23925,0,220000,0,0,0,0,0,0,1200,A0401,A1901,957.3150481
211204161,2015,56,7,2,2,4,2,150,2,7145,70000,0,55000,0,0,0,10000,0,0,A0401,A1905,1064.816255
211500121,2015,45,6,2,1,2,2,109,1,8856,0,60000,300000,60000,0,0,0,6000,0,A0401,A1904,2470.074083
211500131,2015,67,2,4,,1,2,59,2,1100,24000,0,0,0,0,0,0,0,1017,A0401,A1901,2090.076762
211500141,2015,43,6,2,2,4,2,59,1,4272,0,31000,0,6000,6000,0,6000,0,0,A0401,A1904,3026.645056
211500151,2015,34,6,2,2,3,2,78,2,3910,26000,0,0,0,0,0,3000,0,240,A0401,A1903,2786.037456
211500191,2015,62,4,3,8,1,2,69,1,8240,0,28000,0,3989,3989,700,0,2400,360,A0401,A1902,2090.076762
211501251,2015,66,1,3,,1,3,33,3,30,300,0,0,0,0,0,0,0,1420,A0402,A1901,1496.399483
211501261,2015,44,6,2,3,4,1,50,2,5600,300,0,0,0,0,0,3000,0,0,A0402,A1902,2166.93964
211501281,2015,66,6,2,,2,2,155,1,42400,0,47000,36000,0,0,0,0,0,7000,A0402,A1905,1390.913223
211501291,2015,57,2,2,7,4,2,72,1,4834,0,15000,0,6200,6200,0,4440,0,0,A0402,A1903,2585.285554
211503301,2015,46,4,2,2,4,2,60,1,5930,0,17000,0,0,0,0,6200,0,0,A0401,A1904,3730.280829
212200131,2015,65,6,2,5,3,2,165,1,124600,0,185000,150000,8500,8500,0,1800,5000,840,A0401,A1905,994.6723326
212201101,2015,40,5,2,3,2,1,40,2,9460,2000,0,0,0,0,0,4320,0,0,A0401,A1903,3488.404082
212201121,2015,84,4,2,,2,1,116,1,1500,0,38000,0,0,0,0,0,0,1884,A0401,A1902,2834.769563
212201131,2015,72,2,2,,2,1,249,1,80,0,52000,0,0,0,0,0,0,396,A0401,A1901,3348.780375
212201141,2015,73,3,2,4,2,3,58,1,10021,0,22000,0,0,0,0,1344,0,802,A0401,A1902,2146.553638
212201171,2015,34,6,1,2,3,3,60,2,1850,12000,0,0,0,0,0,5000,0,760,A0401,A1904,2868.718267
212202171,2015,42,6,1,3,1,3,33,2,17665,7000,0,0,0,0,0,2400,0,0,A0401,A1902,3011.95228
212202181,2015,37,6,2,3,2,2,84,2,10678,20000,0,20000,0,0,0,9500,0,0,A0402,A1905,1940.555693
212202191,2015,70,3,3,,3,2,174,1,16790,0,120000,10000,0,0,0,600,0,864,A0401,A1902,2794.790075
212203161,2015,39,6,2,2,2,2,60,1,4840,0,40000,0,0,0,0,0,5000,0,A0401,A1904,3124.179188
212203191,2015,41,6,2,7,4,1,50,3,775,1000,0,0,0,0,0,4200,0,0,A0401,A1903,2616.893027
212204131,2015,54,4,4,9,2,2,38,3,1469,3000,0,0,0,0,0,800,0,880,A0401,A1902,2788.557131
212500121,2015,64,6,2,1,2,2,84,2,9055,20000,0,0,0,0,0,0,5000,540,A0401,A1904,2470.074083
212500131,2015,38,4,2,7,4,2,84,2,7248,35000,0,50000,0,0,0,2400,0,0,A0401,A1903,3026.645056
212500161,2015,68,7,2,2,3,2,84,2,1150,35000,0,0,0,0,0,5100,1500,700,A0401,A1905,2786.037456
212500171,2015,45,4,1,3,3,3,36,1,3150,0,8200,0,0,0,0,2400,0,179,A0401,A1902,2919.30476
212500181,2015,41,7,2,2,4,1,130,1,11300,0,100000,20000,0,0,0,5040,0,240,A0401,A1904,3171.421567
212500191,2015,23,6,1,2,1,3,24,3,331,5000,0,0,0,0,1000,3000,0,0,A0401,A1902,2190.053225
212501201,2015,43,4,2,5,4,1,66,3,1230,500,0,0,0,0,830,1200,6000,0,A0402,A1905,2166.93964
212501211,2015,57,3,2,9,3,1,99,1,1570,0,14000,0,0,0,0,3000,2800,0,A0402,A1904,1994.675626
213201111,2015,43,4,2,9,4,3,83,1,6360,0,22900,0,5950,5950,1000,0,8000,264,A0401,A1905,3160.510377
213201131,2015,63,4,2,9,2,1,33,3,1630,1000,0,0,0,0,0,3300,0,0,A0401,A1903,2404.949016
213201151,2015,61,2,2,,2,3,42,1,390,0,9000,0,0,0,0,0,480,480,A0401,A1901,2628.528864
213202131,2015,41,4,2,3,4,1,26,2,1128,13000,0,48000,7000,0,0,7200,0,540,A0401,A1905,2188.720801
213203101,2015,35,4,2,7,2,1,46,3,2492,6000,0,0,0,0,0,3480,0,0,A0401,A1903,2827.217683
213203121,2015,57,6,2,3,3,2,86,1,5500,0,35000,0,15000,15000,0,7500,0,0,A0401,A1905,2812.004234
213203391,2015,68,2,4,9,5,1,83,1,768,0,5000,0,0,0,0,3000,0,120,A0401,A1903,3711.848113
213500101,2015,56,3,4,9,3,3,68,2,70,7500,0,0,0,0,0,6600,0,0,A0401,A1904,2919.30476
213500111,2015,35,5,2,7,3,2,39,2,2992,21000,0,0,0,0,3000,6900,0,0,A0401,A1904,2786.037456
213500121,2015,31,4,2,,3,2,33,3,2542,500,0,0,0,0,1024,5600,0,60,A0401,A1904,2786.037456
213503341,2015,47,7,2,,4,2,50,3,6762,1000,0,0,0,0,5000,4200,0,0,A0401,A1903,3788.628992
213503351,2015,28,5,1,4,1,2,50,3,1568,1000,0,0,0,0,0,3360,0,0,A0401,A1903,2616.271563
214201141,2015,56,3,1,,2,3,60,1,50,0,10000,0,1000,1000,0,600,0,414,A0401,A1901,2742.439297
214201161,2015,29,6,2,9,5,3,50,3,30,500,0,0,0,0,0,2040,0,459,A0401,A1902,2691.688844
214201191,2015,48,4,2,7,4,3,50,3,2832,1500,0,0,0,0,0,2400,0,0,A0401,A1902,2854.897508
214202161,2015,60,5,2,4,4,2,84,1,18885,0,41000,0,20000,20000,1000,0,1500,480,A0401,A1902,3372.683006
214202171,2015,50,6,2,3,4,2,84,1,7908,0,43000,0,7300,7300,6000,11600,0,0,A0401,A1905,3471.805263
214202191,2015,73,6,2,,2,2,114,2,742,28000,0,26000,16600,0,1185,0,0,2360,A0401,A1902,2596.028304
214203151,2015,41,6,2,3,4,2,60,1,2682,0,30000,0,11000,11000,150,4000,0,0,A0401,A1903,3085.342476
214203161,2015,59,7,2,2,4,2,115,1,53160,0,50000,0,0,0,0,19000,0,0,A0401,A1905,3782.770032
214203171,2015,47,7,2,3,4,2,84,1,4400,0,40000,0,12000,12000,3800,7800,0,0,A0401,A1905,3035.000217
214203301,2015,63,3,2,4,5,3,96,2,2560,6000,0,8000,0,0,0,0,5000,0,A0401,A1904,2673.71013
214203391,2015,35,6,2,,4,2,69,2,3134,8000,0,0,0,0,0,1900,0,180,A0402,A1902,1866.049286
214204141,2015,62,6,2,1,3,2,122,1,66668,0,110000,80000,0,0,0,21000,0,960,A0401,A1905,3308.94526
214204181,2015,43,7,2,2,4,2,140,2,59428,65000,0,0,0,0,0,0,21000,0,A0401,A1905,1064.816255
214503351,2015,53,4,2,3,7,2,140,1,417,0,30000,0,28700,28700,3000,9000,0,175,A0401,A1905,1312.369039
214503361,2015,61,6,2,2,4,3,129,1,72430,0,70000,0,35000,35000,5000,9710,0,0,A0401,A1905,2921.312816
214503371,2015,41,7,2,2,3,3,84,2,8700,13000,0,0,3500,0,2000,14000,0,0,A0401,A1905,2689.078909
215200171,2015,32,6,2,2,2,3,50,3,3980,1000,0,0,0,0,0,3000,0,0,A0401,A1902,1894.151364
215200391,2015,68,6,2,,3,2,162,1,19770,0,80000,40000,0,0,0,8000,0,2520,A0401,A1905,1115.449838
215201101,2015,64,3,2,4,4,1,61,1,4735,0,35000,0,0,0,0,4360,0,594,A0401,A1904,3212.609601
215201121,2015,61,7,2,2,2,2,147,1,56450,0,51000,21000,0,0,0,0,8245,0,A0401,A1905,1054.364374
215202111,2015,48,5,2,7,4,3,60,1,350,0,15000,0,10000,10000,0,4000,0,0,A0401,A1903,3174.333576
215202121,2015,45,4,4,9,3,1,49,3,41,500,0,0,0,0,0,1200,0,280,A0401,A1901,3208.482283
215202141,2015,46,7,2,2,4,1,43,3,270,1500,0,0,0,0,0,1200,0,0,A0401,A1901,2994.796234
215202151,2015,67,6,2,,3,2,185,1,33028,0,65000,70000,0,0,0,1200,0,1500,A0401,A1902,717.9862555
215202351,2015,65,2,3,,1,3,66,2,1060,6000,0,8000,5300,0,0,0,0,480,A0401,A1901,2335.236928
